Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDZ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.7564024,10.195,149.0076,4.2
Low Fat,FDQ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.9785889,16.75,38.9822,4.2
Low Fat,FDV45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.5117476,16.75,187.9556,4.2
Low Fat,FDU34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.5311837,18.25,122.6046,4.2
Low Fat,FDY46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.7964395,18.6,185.0898,4.2
Low Fat,FDP10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.8289285,19,104.9622,4.2
Low Fat,FDR21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.7039526,19.7,178.337,4.2
Low Fat,DRK49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.5999599,14.15,41.5138,4.2
Low Fat,DRE25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.3397129,15.35,91.912,4.2
Regular,FDB49,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.0198228,8.3,98.2384,4.2
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.1794766,9.1,173.6054,4.2
Regular,FDR59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.3962842,14.5,263.1594,4.2
Regular,FDV13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.7653795,17.35,88.0856,4.2
Regular,FDU26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.2685217,16.7,120.7782,4.2
Regular,FDA03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.5534457,18.5,146.3102,4.2
Regular,FDN28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.0294931,5.88,104.099,4.2
Regular,FDI53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.7858955,8.895,162.1236,4.2
Regular,FDR28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.5936747,13.85,164.921,4.2
Regular,FDF29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.9965179,15.1,130.531,4.2
Regular,FDY04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.2542484,17.7,161.921,4.2
Regular,FDV19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.5311852,14.85,160.9578,4.2
Regular,FDH20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.4987903,16.1,97.341,4.2
Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.6622448,17.7,50.2034,4.2
Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.1490911,19.35,122.1098,4.2
Regular,FDR20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.8167478,20,45.5744,4.2
Regular,FDV20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.9894378,20.2,125.9678,4.2
Regular,FDO27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,17.9355893,6.175,94.1752,4.2
Regular,FDX51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.2093019,9.5,195.9452,4.2
Regular,FDR27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.6249842,15.1,134.4942,4.2
Regular,FDU33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.4919202,7.63,46.9402,4.2
Regular,FDC10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,7.2990979,9.8,121.6098,4.2
Regular,FDF11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.7658634,10.195,240.1538,4.2
Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,13.5306012,17.7,183.7924,4.2
low Fat,FDO24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.1,156.4604,4.2
low Fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.9054046,21.1,144.6786,4.2
Low Fat,FDH33,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,21.3125482,12.6,44.9428,4.2
Low Fat,FDK24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,17.7354373,12.6,46.6744,4.2
Low Fat,FDN60,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,16.6609517,12.6,157.6604,4.2
Low Fat,FDW36,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,9.9681705,12.6,107.4622,4.2
Low Fat,FDR23,Breads,1998,OUT019,Tier 1,Small,Grocery Store,14.3199389,12.6,175.837,4.2
Low Fat,FDA13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,13.7539574,12.6,38.8506,4.2
Low Fat,FDH38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,1.8275994,12.6,115.2808,4.2
Low Fat,FDS01,Canned,1998,OUT019,Tier 1,Small,Grocery Store,3.1069203,12.6,179.6686,4.2
Low Fat,FDY13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,5.2749199,12.6,74.967,4.2
Low Fat,FDL40,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,12.6,98.241,4.2
Low Fat,NCK05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,13.5612397,12.6,61.1536,4.2
Low Fat,NCM05,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,10.4784329,12.6,266.0226,4.2
Low Fat,NCY29,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,13.5226962,12.6,56.293,4.2
Low Fat,NCG30,Household,1998,OUT019,Tier 1,Small,Grocery Store,19.6659953,12.6,125.8046,4.2
Low Fat,FDG31,Meat,1998,OUT019,Tier 1,Small,Grocery Store,6.6351687,12.6,65.0826,4.2
Low Fat,FDV15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,25.5929096,12.6,103.3648,4.2
Low Fat,FDE46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,2.7610698,12.6,149.5366,4.2
Low Fat,DRF25,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,6.8153091,12.6,36.019,4.2
Low Fat,DRF49,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,12.4448295,12.6,112.0518,4.2
Low Fat,DRH37,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,7.2864869,12.6,165.2526,4.2
Regular,FDH14,Canned,1998,OUT019,Tier 1,Small,Grocery Store,8.1955735,12.6,142.0838,4.2
Regular,FDE51,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,16.8901843,12.6,43.4086,4.2
Regular,FDL52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,8.0697998,12.6,39.8506,4.2
Regular,FDY28,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,26.639671,12.6,215.6218,4.2
Regular,FDE56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,27.8730642,12.6,63.2194,4.2
Regular,FDH45,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,18.5008985,12.6,42.3796,4.2
Regular,FDH56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,11.173569,12.6,115.9492,4.2
Regular,FDO56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,7.8758649,12.6,116.3808,4.2
Regular,FDT55,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,7.6434542,12.6,155.8946,4.2
Regular,FDY03,Meat,1998,OUT019,Tier 1,Small,Grocery Store,13.3279499,12.6,112.6202,4.2
Regular,FDS21,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,3.6551446,12.6,62.7194,4.2
Low Fat,FDB50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,15.3618566,13,79.6986,4.2
Low Fat,NCN30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,1.6993204,16.35,95.741,4.2
Low Fat,FDV15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,14.6172453,10.3,103.3648,4.2
Low Fat,FDZ12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,10.2978817,9.17,144.947,4.2
Low Fat,FDS23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,14.0889111,4.635,127.0994,4.2
Low Fat,FDR35,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,2.0697723,12.5,198.8742,4.2
Low Fat,FDX13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,4.7782959,7.725,249.1092,4.2
Low Fat,FDG02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,1.1261165,7.855,189.5188,4.2
Low Fat,FDO50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,7.8168739,16.25,91.3804,4.2
Low Fat,FDC28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,5.4986919,7.905,108.6254,4.2
Low Fat,FDH41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,8.2011521,9,213.3534,4.2
Low Fat,FDC17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,1.5460726,12.15,211.8928,4.2
Low Fat,FDG40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,3.9824346,13.65,32.8558,4.2
Low Fat,FDG29,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,5.629192,17.6,42.5454,4.2
Low Fat,FDD05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,1.6611475,19.35,122.0098,4.2
Low Fat,FDO32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,12.0543611,6.36,45.806,4.2
Low Fat,DRH59,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,5.843345,10.8,74.738,4.2
Low Fat,NCM17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,7.113587,7.93,42.7086,4.2
Low Fat,NCP29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,11.227101,8.42,63.2168,4.2
Low Fat,NCN41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,5.2209303,17,122.373,4.2
Low Fat,NCP17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,2.7714371,19.35,65.6168,4.2
Low Fat,NCA05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,2.5130632,20.75,150.0734,4.2
Low Fat,NCB31,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,11.8674359,6.235,261.691,4.2
Low Fat,NCE07,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,1.3130031,8.18,142.6154,4.2
Low Fat,NCD19,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,1.3179388,8.93,55.1614,4.2
Low Fat,NCP18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,2.859825,12.15,150.4708,4.2
Low Fat,NCG06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,2.9445361,16.35,257.6646,4.2
Low Fat,NCC30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,2.7579198,16.6,178.7344,4.2
Low Fat,NCI30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,5.8935522,20.25,246.646,4.2
Low Fat,FDS03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,7.962861,7.825,63.4826,4.2
Low Fat,FDL43,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,2.7064381,10.1,76.367,4.2
Low Fat,FDV03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,5.8091269,17.6,156.2314,4.2
Low Fat,NCL31,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,12.0280989,7.39,142.747,4.2
Low Fat,FDR58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,4.1921462,6.675,92.3462,4.2
Low Fat,FDF22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,5.6830682,6.865,214.0218,4.2
Low Fat,FDZ10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,4.4463491,17.85,127.102,4.2
Low Fat,FDW45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,3.901099,18,147.7418,4.2
Low Fat,FDN45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,11.8102769,19.35,224.8088,4.2
Low Fat,DRZ24,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,8.1787519,7.535,120.844,4.2
Regular,FDS36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,4.688734,8.38,107.957,4.2
Regular,FDJ60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,6.2528426,19.35,166.9184,4.2
Regular,FDB37,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,2.2940826,20.25,241.8538,4.2
Regular,FDG38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,5.272914,8.975,86.4224,4.2
Regular,FDI38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,1.4626901,13.35,207.7638,4.2
Regular,FDI02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,11.4565093,15.7,112.0202,4.2
Regular,FDD38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.8191729,16.75,103.5674,4.2
Regular,FDY49,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,1.2012071,17.2,163.1184,4.2
Regular,FDE05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,3.2454046,10.895,144.8102,4.2
Regular,FDQ40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,3.6027524,11.1,177.2712,4.2
Regular,FDI16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,13.5775701,14,54.564,4.2
Regular,FDV28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,15.9728395,16.1,34.3558,4.2
Regular,FDZ43,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,5.7058545,11,241.7512,4.2
Regular,FDV19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,3.5257037,14.85,161.2578,4.2
Regular,FDZ31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,11.3217223,15.35,191.1504,4.2
Regular,FDS32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,2.9653914,17.75,140.5838,4.2
Regular,FDQ32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,4.6608497,17.85,122.9388,4.2
Regular,FDS27,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,1.2458143,10.195,196.311,4.2
Regular,FDH31,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,2.0411155,12,98.6042,4.2
Regular,FDL58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,7.4149074,5.78,262.2568,4.2
Regular,FDH46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,4.1282286,6.935,103.5332,4.2
Regular,FDS58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,9.285,161.5578,4.2
Regular,FDU46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,1.11263,10.3,87.254,4.2
Regular,FDY57,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,12.1254236,20.2,94.5752,4.2
Regular,FDH47,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,12.8816212,13.5,96.4068,4.2
Regular,FDE11,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,17.7,184.3924,4.2
Low Fat,FDV38,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.1980245,19.25,54.3956,4.2
Low Fat,NCM06,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.5881475,7.475,155.2656,4.2
Low Fat,NCO43,Others,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,5.5,103.1016,4.2
Low Fat,FDB51,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.8671588,6.92,64.2852,4.2
Low Fat,FDP33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,8.9777214,18.7,256.4672,4.2
Low Fat,FDK48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.7708542,7.445,74.7354,4.2
Low Fat,FDZ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.6113671,17.75,111.4544,4.2
Low Fat,FDP24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.3172413,20.6,121.0756,4.2
Low Fat,FDS37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.2009653,7.655,117.2492,4.2
Low Fat,FDU13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,18.7939003,8.355,146.9418,4.2
Low Fat,FDX01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.4213342,10.1,116.715,4.2
Low Fat,FDA13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.871426,15.85,37.2506,4.2
Low Fat,FDZ15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.0913071,13.1,120.1782,4.2
Low Fat,DRF51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,16.6174549,15.75,37.4506,4.2
Low Fat,FDD39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.0297175,16.7,216.385,4.2
Low Fat,FDS50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.5545797,17,220.5114,4.2
Low Fat,FDO16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,1.5138834,5.48,81.925,4.2
Low Fat,FDK40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.189371,7.035,262.791,4.2
Low Fat,FDC28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.5098434,7.905,109.2254,4.2
Low Fat,FDE29,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,14.3419394,8.905,61.4878,4.2
Low Fat,FDH41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.2177842,9,214.1534,4.2
Low Fat,FDX40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,9.9193899,12.85,38.1164,4.2
Low Fat,FDS40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,1.4047825,15.35,36.719,4.2
Low Fat,FDJ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.470444,18,120.3124,4.2
Low Fat,FDP19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,17.3867958,11.5,128.8652,4.2
Low Fat,FDD33,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.8412059,12.85,233.2642,4.2
Low Fat,FDZ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.5789175,16.25,166.9474,4.2
Low Fat,FDY55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.1485126,16.75,258.0988,4.2
Low Fat,FDI32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,17.7,115.0834,4.2
Low Fat,FDL44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,1.2300013,18.25,160.4894,4.2
Low Fat,DRK47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.4194304,7.905,229.4694,4.2
Low Fat,DRP35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,9.1051579,18.85,127.4336,4.2
Low Fat,NCH29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.4543718,5.51,99.7726,4.2
Low Fat,NCY05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,5.510153,13.5,37.0874,4.2
Low Fat,NCV41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,1.7073332,14.35,109.5228,4.2
Low Fat,NCM41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.5728302,16.5,95.212,4.2
Low Fat,NCW41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,1.548171,18,159.3604,4.2
Low Fat,NCA17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,4.551031,20.6,149.6392,4.2
Low Fat,NCO26,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,7.7011493,7.235,117.3492,4.2
Low Fat,NCR42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,3.8559926,9.105,33.89,4.2
Low Fat,NCF42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,16.7722519,17.35,176.3712,4.2
Low Fat,NCM19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,4.7333044,12.65,113.8202,4.2
Low Fat,NCQ38,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,1.3393537,16.35,106.028,4.2
Low Fat,FDQ46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,10.4023565,7.51,112.4544,4.2
Low Fat,FDI22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,9.6407554,12.6,210.8612,4.2
Low Fat,FDH33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,12.1972274,12.85,43.1428,4.2
Low Fat,FDB34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,2.6663778,15.25,87.0198,4.2
Low Fat,FDV45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,4.5138797,16.75,187.9556,4.2
Low Fat,FDM21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,6.449461,20.2,259.2646,4.2
Low Fat,DRZ24,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0,7.535,121.644,4.2
Low Fat,DRL37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,5.3480419,15.5,42.377,4.2
Low Fat,DRH25,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,1.4622625,18.7,52.0324,4.2
Low Fat,FDJ48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,5.6754036,11.3,247.5118,4.2
Low Fat,FDH24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,2.1552357,20.7,157.0288,4.2
Low Fat,FDK38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,5.3591345,6.65,149.7734,4.2
Low Fat,FDE02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,12.1936216,8.71,94.4778,4.2
Low Fat,FDY25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,3.4166609,12,181.2976,4.2
Low Fat,FDB50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,15.4487495,13,77.2986,4.2
Low Fat,FDT37,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,3.546967,14.15,256.3014,4.2
Low Fat,FDH27,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,5.8676973,7.075,142.0128,4.2
Low Fat,FDP26,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,14.0342195,7.785,105.6306,4.2
Low Fat,FDZ15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,2.0988798,13.1,117.7782,4.2
Low Fat,FDD03,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,8.0257683,13.3,232.63,4.2
Low Fat,FDE53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,2.7032204,10.895,106.328,4.2
Low Fat,FDS40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,1.4098693,15.35,37.219,4.2
Low Fat,FDY31,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,4.3809261,5.98,146.8418,4.2
Low Fat,FDZ19,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,9.3983518,6.425,175.5712,4.2
Low Fat,FDQ20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,2.9953314,8.325,39.5138,4.2
Low Fat,FDJ56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,18.4440421,8.985,99.67,4.2
Low Fat,FDG57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,7.2707309,14.7,49.5034,4.2
Low Fat,FDI44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,10.0799828,16.1,78.4328,4.2
Low Fat,DRF23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,12.3346085,4.61,172.5396,4.2
Low Fat,DRK59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,7.5876602,8.895,235.9616,4.2
Low Fat,DRL35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,3.0877303,15.7,42.177,4.2
Low Fat,NCR17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,2.4521239,9.8,117.5492,4.2
Low Fat,NCO26,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,7.7290355,7.235,116.9492,4.2
Low Fat,NCE31,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,18.5889129,7.67,35.4216,4.2
Low Fat,NCQ30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,2.9236727,7.725,123.8414,4.2
Low Fat,NCR42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,3.8699553,9.105,33.79,4.2
Low Fat,NCI18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,1.4103354,18.35,225.4746,4.2
Low Fat,NCJ42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,1.438222,19.75,102.2332,4.2
Low Fat,FDS39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,2.2587621,6.895,143.7812,4.2
Low Fat,FDR33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,2.6940466,7.31,108.457,4.2
Low Fat,FDJ09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,5.8725134,15,43.6744,4.2
Low Fat,FDT57,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,1.9142452,15.2,237.5248,4.2
Low Fat,FDS10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,3.5384612,19.2,180.3318,4.2
Low Fat,DRM37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,9.6943078,15.35,196.5768,4.2
Regular,FDL24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,2.494708,10.3,172.3422,4.2
Regular,FDT24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,18.6236236,12.35,78.7328,4.2
Regular,FDX52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,4.2087749,11.5,192.682,4.2
Regular,FDN08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,8.8543868,7.72,117.5466,4.2
Regular,FDW44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,3.5222503,9.5,170.1448,4.2
Regular,FDW31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,4.324563,11.35,199.4742,4.2
Regular,FDJ44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10.6542886,12.3,173.2396,4.2
